iri,label,definition,comments,examples,organized_in,issued,status,replaces,rdf_type,term_iri,abcd_equivalence,flags
http://rs.tdwg.org/dwc/terms/version/taxonID-2018-09-06,taxonID,An identifier for the set of taxon information (data associated with the Taxon class). May be a global unique identifier or an identifier specific to the data set.,,"`8fa58e08-08de-4ac1-b69c-1235340b7001`, `32567`, `https://www.gbif.org/species/212`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/taxonID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/taxonID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/scientificNameID-2018-09-06,scientificNameID,An identifier for the nomenclatural (not taxonomic) details of a scientific name.,,`urn:lsid:ipni.org:names:37829-1:1.3`,http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/scientificNameID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/scientificNameID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/acceptedNameUsageID-2018-09-06,acceptedNameUsageID,An identifier for the name usage (documented meaning of the name according to a source) of the currently valid (zoological) or accepted (botanical) taxon.,,`8fa58e08-08de-4ac1-b69c-1235340b7001`,http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/acceptedNameUsageID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/acceptedNameUsageID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/parentNameUsageID-2018-09-06,parentNameUsageID,"An identifier for the name usage (documented meaning of the name according to a source) of the direct, most proximate higher-rank parent taxon (in a classification) of the most specific element of the scientificName.",,`https://www.gbif.org/species/2684876`,http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/parentNameUsageID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/parentNameUsageID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/originalNameUsageID-2018-09-06,originalNameUsageID,An identifier for the name usage (documented meaning of the name according to a source) in which the terminal element of the scientificName was originally established under the rules of the associated nomenclaturalCode.,,`https://www.gbif.org/species/2685484`,http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/originalNameUsageID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/originalNameUsageID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/nameAccordingToID-2018-09-06,nameAccordingToID,An identifier for the source in which the specific taxon concept circumscription is defined or implied. See nameAccordingTo.,,`https://doi.org/10.1016/S0269-915X(97)80026-2`,http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/nameAccordingToID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/nameAccordingToID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/namePublishedInID-2018-09-06,namePublishedInID,An identifier for the publication in which the scientificName was originally established under the rules of the associated nomenclaturalCode.,,`http://hdl.handle.net/10199/7`,http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/namePublishedInID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/namePublishedInID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/taxonConceptID-2018-09-06,taxonConceptID,An identifier for the taxonomic concept to which the record refers - not for the nomenclatural details of a taxon.,,`8fa58e08-08de-4ac1-b69c-1235340b7001`,http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/taxonConceptID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/taxonConceptID,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/scientificName-2018-09-06,scientificName,"The full scientific name, with authorship and date information if known. When forming part of an Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term.",,"`Coleoptera` (order). `Vespertilionidae` (family). `Manis` (genus). `Ctenomys sociabilis` (genus + specificEpithet). `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet). `Roptrocerus typographi (Györfi, 1952)` (genus + specificEpithet + scientificNameAuthorship), `Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell` (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship).",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/scientificName-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/scientificName,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/FullScientificNameString,simple
http://rs.tdwg.org/dwc/terms/version/acceptedNameUsage-2018-09-06,acceptedNameUsage,"The full name, with authorship and date information if known, of the currently valid (zoological) or accepted (botanical) taxon.",,`Tamias minimus` (valid name for Eutamias minimus).,http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/acceptedNameUsage-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/acceptedNameUsage,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/parentNameUsage-2018-09-06,parentNameUsage,"The full name, with authorship and date information if known, of the direct, most proximate higher-rank parent taxon (in a classification) of the most specific element of the scientificName.",,"`Rubiaceae`, `Gruiformes`, `Testudinae`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/parentNameUsage-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/parentNameUsage,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName,simple
http://rs.tdwg.org/dwc/terms/version/originalNameUsage-2018-09-06,originalNameUsage,"The taxon name, with authorship and date information if known, as it originally appeared when first established under the rules of the associated nomenclaturalCode. The basionym (botany) or basonym (bacteriology) of the scientificName or the senior/earlier homonym for replaced names.",,"`Pinus abies`, `Gasterosteus saltatrix Linnaeus 1768`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/originalNameUsage-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/originalNameUsage,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/nameAccordingTo-2018-09-06,nameAccordingTo,"The reference to the source in which the specific taxon concept circumscription is defined or implied - traditionally signified by the Latin ""sensu"" or ""sec."" (from secundum, meaning ""according to""). For taxa that result from identifications, a reference to the keys, monographs, experts and other sources should be given.",,"`McCranie, J. R., D. B. Wake, and L. D. Wilson. 1996. The taxonomic status of Bolitoglossa schmidti, with comments on the biology of the Mesoamerican salamander Bolitoglossa dofleini (Caudata: Plethodontidae). Carib. J. Sci. 32:395-398.`, `Werner Greuter 2008`. `Lilljeborg 1861, Upsala Univ. Arsskrift, Math. Naturvet., pp. 4, 5`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/nameAccordingTo-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/nameAccordingTo,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/namePublishedIn-2018-09-06,namePublishedIn,A reference for the publication in which the scientificName was originally established under the rules of the associated nomenclaturalCode.,,"`Pearson O. P., and M. I. Christie. 1985. Historia Natural, 5(37):388`, `Forel, Auguste, Diagnosies provisoires de quelques espèces nouvelles de fourmis de Madagascar, récoltées par M. Grandidier., Annales de la Societe Entomologique de Belgique, Comptes-rendus des Seances 30, 1886`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/namePublishedIn-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/namePublishedIn,DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/NomenclaturalReference/TitleCitation,simple
http://rs.tdwg.org/dwc/terms/version/namePublishedInYear-2018-09-06,namePublishedInYear,The four-digit year in which the scientificName was published.,,"`1915`, `2008`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/namePublishedInYear-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/namePublishedInYear,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/higherClassification-2018-09-06,higherClassification,A list (concatenated and separated) of taxa names terminating at the rank immediately superior to the taxon referenced in the taxon record.,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `), with terms in order from the highest taxonomic rank to the lowest.","`Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Ranunculus`, `Animalia`, `Animalia | Chordata | Vertebrata | Mammalia | Theria | Eutheria | Rodentia | Hystricognatha | Hystricognathi | Ctenomyidae | Ctenomyini | Ctenomys`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/higherClassification-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/higherClassification,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/kingdom-2018-09-06,kingdom,The full scientific name of the kingdom in which the taxon is classified.,,"`Animalia`, `Archaea`, `Bacteria`, `Chromista`, `Fungi`, `Plantae`, `Protozoa`, `Viruses`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/kingdom-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/kingdom,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = regnum,simple
http://rs.tdwg.org/dwc/terms/version/phylum-2018-09-06,phylum,The full scientific name of the phylum or division in which the taxon is classified.,,`Chordata` (phylum). `Bryophyta` (division).,http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/phylum-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/phylum,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = phylum,simple
http://rs.tdwg.org/dwc/terms/version/class-2018-09-06,class,The full scientific name of the class in which the taxon is classified.,,"`Mammalia`, `Hepaticopsida`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/class-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/class,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = classis,simple
http://rs.tdwg.org/dwc/terms/version/order-2018-09-06,order,The full scientific name of the order in which the taxon is classified.,,"`Carnivora`, `Monocleales`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/order-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/order,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = ordo,simple
http://rs.tdwg.org/dwc/terms/version/family-2018-09-06,family,The full scientific name of the family in which the taxon is classified.,,"`Felidae`, `Monocleaceae`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/family-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/family,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,simple
http://rs.tdwg.org/dwc/terms/version/genus-2018-09-06,genus,The full scientific name of the genus in which the taxon is classified.,,"`Puma`, `Monoclea`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/genus-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/genus,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Viral/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/GenusOrMonomial},simple
http://rs.tdwg.org/dwc/terms/version/subgenus-2018-09-06,subgenus,The full scientific name of the subgenus in which the taxon is classified. Values should include the genus to avoid homonym confusion.,,"`Strobus`, `Amerigo`, `Pilosella`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/subgenus-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/subgenus,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/Subgenus,simple
http://rs.tdwg.org/dwc/terms/version/specificEpithet-2018-09-06,specificEpithet,The name of the first or species epithet of the scientificName.,,"`concolor`, `gottschei`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/specificEpithet-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/specificEpithet,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SpeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/FirstEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SpeciesEpithet},simple
http://rs.tdwg.org/dwc/terms/version/infraspecificEpithet-2018-09-06,infraspecificEpithet,"The name of the lowest or terminal infraspecific epithet of the scientificName, excluding any rank designation.",,"`concolor`, `oxyadenia`, `sayi`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/infraspecificEpithet-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/infraspecificEpithet,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SubspeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/SecondEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SubspeciesEpithet},simple
http://rs.tdwg.org/dwc/terms/version/taxonRank-2018-09-06,taxonRank,The taxonomic rank of the most specific name in the scientificName.,Recommended best practice is to use a controlled vocabulary.,"`subspecies`, `varietas`, `forma`, `species`, `genus`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/taxonRank-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/taxonRank,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/Rank,simple
http://rs.tdwg.org/dwc/terms/version/verbatimTaxonRank-2018-09-06,verbatimTaxonRank,The taxonomic rank of the most specific name in the scientificName as it appears in the original record.,,"`Agamospecies`, `sub-lesus`, `prole`, `apomict`, `nothogrex`, `sp.`, `subsp.`, `var.`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/verbatimTaxonRank-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimTaxonRank,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/scientificNameAuthorship-2018-09-06,scientificNameAuthorship,The authorship information for the scientificName formatted according to the conventions of the applicable nomenclaturalCode.,,"`(Torr.) J.T. Howell`, `(Martinovský) Tzvelev`, `(Györfi, 1952)`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/scientificNameAuthorship-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/scientificNameAuthorship,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/ParentheticalAuthorTeamAndYear + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/AuthorTeamAndYear} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeamParenthesis + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeam} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamOriginalAndYear + [= or] DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamParenthesisAndYear},simple
http://rs.tdwg.org/dwc/terms/version/vernacularName-2018-09-06,vernacularName,A common or vernacular name.,,"`Andean Condor`, `Condor Andino`, `American Eagle`, `Gänsegeier`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/vernacularName-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/vernacularName,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/nomenclaturalCode-2018-09-06,nomenclaturalCode,The nomenclatural code (or codes in the case of an ambiregnal name) under which the scientificName is constructed.,Recommended best practice is to use a controlled vocabulary.,"`ICN`, `ICZN`, `BC`, `ICNCP`, `BioCode`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/nomenclaturalCode-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/nomenclaturalCode,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/Code,simple
http://rs.tdwg.org/dwc/terms/version/taxonomicStatus-2018-09-06,taxonomicStatus,"The status of the use of the scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope, combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept.",Recommended best practice is to use a controlled vocabulary.,"`invalid`, `misapplied`, `homotypic synonym`, `accepted`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/taxonomicStatus-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/taxonomicStatus,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/nomenclaturalStatus-2018-09-06,nomenclaturalStatus,The status related to the original publication of the name and its conformance to the relevant rules of nomenclature. It is based essentially on an algorithm according to the business rules of the code. It requires no taxonomic opinion.,,"`nom. ambig.`, `nom. illeg.`, `nom. subnud.`",http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/nomenclaturalStatus-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/nomenclaturalStatus,(DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/NomenclaturalReference/TitleCitation) pro parte,simple
http://rs.tdwg.org/dwc/terms/version/taxonRemarks-2018-09-06,taxonRemarks,Comments or notes about the taxon or name.,,`this name is a misspelling in common use`,http://rs.tdwg.org/dwc/terms/Taxon,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/taxonRemarks-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/taxonRemarks,not in ABCD,simple
http://rs.tdwg.org/dwc/terms/version/MeasurementOrFact-2018-09-06,MeasurementOrFact,A measurement of or fact about an rdfs:Resource (http://www.w3.org/2000/01/rdf-schema#Resource).,"Resources can be thought of as identifiable records or instances of classes and may include, but need not be limited to dwc:Occurrence, dwc:Organism, dwc:MaterialSample, dwc:Event, dwc:Location, dwc:GeologicalContext, dwc:Identification, or dwc:Taxon.",The weight of an organism in grams. The number of placental scars. Surface water temperature in Celsius.,,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/MeasurementOrFact-2017-10-06,http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/MeasurementOrFact,Datasets/Dataset/Units/Unit/MeasurementsOrFacts or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts,extension
http://rs.tdwg.org/dwc/terms/version/measurementID-2018-09-06,measurementID,"An identifier for the MeasurementOrFact (information pertaining to measurements, facts, characteristics, or assertions). May be a global unique identifier or an identifier specific to the data set.",,`9c752d22-b09a-11e8-96f8-529269fb1459`,http://rs.tdwg.org/dwc/terms/MeasurementOrFact,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/measurementID-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/measurementID,not in ABCD,extension
http://rs.tdwg.org/dwc/terms/version/measurementType-2018-09-06,measurementType,"The nature of the measurement, fact, characteristic, or assertion.",Recommended best practice is to use a controlled vocabulary.,"`tail length`, `temperature`, `trap line length`, `survey area`, `trap type`",http://rs.tdwg.org/dwc/terms/MeasurementOrFact,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/measurementType-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/measurementType,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter,extension
http://rs.tdwg.org/dwc/terms/version/measurementValue-2018-09-06,measurementValue,"The value of the measurement, fact, characteristic, or assertion.",,"`45`, `20`, `1`, `14.5`, `UV-light`",http://rs.tdwg.org/dwc/terms/MeasurementOrFact,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/measurementValue-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/measurementValue,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/UpperValue,extension
http://rs.tdwg.org/dwc/terms/version/measurementAccuracy-2018-09-06,measurementAccuracy,The description of the potential error associated with the measurementValue.,,"`0.01`, `normal distribution with variation of 2 m`",http://rs.tdwg.org/dwc/terms/MeasurementOrFact,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/measurementAccuracy-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/measurementAccuracy,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Accuracy or DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Aspect/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Accuracy,extension
http://rs.tdwg.org/dwc/terms/version/measurementUnit-2018-09-06,measurementUnit,The units associated with the measurementValue.,Recommended best practice is to use the International System of Units (SI).,"`mm`, `C`, `km`, `ha`",http://rs.tdwg.org/dwc/terms/MeasurementOrFact,2017-10-06,recommended,http://rs.tdwg.org/dwc/terms/version/measurementUnit-2017-10-06,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/measurementUnit,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement,extension
